zho,eng,zho_reverse,zho_eng_jaccard,eng_zho_jaccard,zh_nsubjs,en_nsubjs,rev_nsubjs
"  中心总经理许彬说，人形机器人产业处于爆发前夜，通过模拟搭建场景加快具身智能训练，为的是尽快推动技术突破和规模化应用，形成先发优势
","The center's general manager, Xu Xuan, said the human-robot industry was on the eve of the explosion, and that it was accelerating its training in physical intelligence through simulation of built-in scenarios to accelerate technological breakthroughs and scale-up applications as quickly as possible, to create a front-end advantage.","据该中心总经理徐徐安表示,人机器人行业正处于爆炸前夕,",0.058823529411764705,0.5294117647058824,2,3,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　那么，“辛”和“辣”能画等号吗？　　北京中医医院消化科主任医师赵鲁卿告诉记者，辛辣食物是一类含有刺激性味道食材的统称，包括蔬菜类——如葱、姜、蒜、洋葱、韭菜，调味品类——如八角、桂皮、豆蔻、白芷、麻椒、胡椒、芥末、咖喱，还有各种酒类、酒精饮料、姜汁可乐等饮品
","Dr. Liu, director of the Department of Digestion at Beijing's Chinese Medical Hospital, told reporters that chili foods are a common category of foods with a stimulating flavor, including vegetable juices such as chili, pepper, onions, and chili peppers, and flavored varieties such as eggplant, pepper, soybean, white pepper, cassava, pepper, nutmeg, and curry, as well as a variety of alcoholic beverages, alcoholic beverages, and juice coke.","博士,北京中国医院消化部主任告诉记者,菜食品是一种具有刺激性味的食物,包括蔬菜汁,如菜,胡,洋和菜,以及菜,胡,大豆,白胡,大豆,胡,胡,胡,胡,胡卜,咖哩等品种,以及各种酒精饮料,酒精饮料和酒精可乐.",0.03333333333333333,0.3333333333333333,2,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  这样的例子还有很多
",There are many more examples of this.,许多例子也存在.,0.25,0.3333333333333333,1,0,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　李大宏表示，香港新闻工作者联会爱国爱港的创会初心始终不改，期待未来与新华社紧密合作，为“一国两制”成功实践做更多有益的工作
",Li Da-ho said that the founding spirit of the Hong Kong Press Workers' Union's Patriotic Love Port has remained unchanged and looks forward to working closely with Xinhua in the future to do more useful work for the successful practice of the two-way street.,"李达胡表示,香港新闻工人联盟爱国港的创始精神没有变化,并期待在未来与新华社密切合作,为两路路的成功实践做出更多有用的工作.",0.058823529411764705,0.5789473684210527,2,2,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　声明说，随着停火协议第一阶段结束，哈马斯确认将致力于全面执行协议所有阶段和条款
","The statement said that as the first phase of the ceasefire agreement ends, Hamas confirmed that it will be committed to fully implementing all phases and terms of the agreement.",哈马斯宣布将承诺全面执行该协议的所有阶段和条款.,0.07142857142857142,0.42857142857142855,3,3,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　王蕤指出，一次性食用过多辛辣食物，或辣度超过身体承受范围，会引发胃酸分泌过多、灼伤消化道黏膜，甚至诱发急性胃肠炎、消化道出血，可能对消化系统造成不可逆的损伤
","Wang Yi pointed out that eating too much raw food or concentrating too much food at a time can cause excessive acidity in the stomach, burning of the gastrointestinal tract, and even causing acute gastrointestinal infection and bleeding in the digestive tract, which can cause irreversible damage to the digestive system.","王指出,过多吃生食物或一次性集中太多食物,可能会导致胃酸度过高,胃肠道燃烧,甚至导致胃肠道感染和消化系统出血,",0.07692307692307693,0.35294117647058826,5,2,5
"因此网上的“吃辣挑战”非常不可取
",So online chicken eating is a challenge to chicken.,所以在网上吃是的挑战.,0.8333333333333334,0.5,1,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"  这几天，京东、美团等将为外卖小哥上社保的新闻，在网络上热传，引起广泛关注
","In the coming days, news about the sale of the social security services to the younger brother, which is being circulated on the Internet, will attract widespread attention from Jindong, Miyoung and others.","报道称, 周兴, 云等等人士将在未来几天内对小弟弟的社会保障服务销售的消息,",0.08333333333333333,0.42857142857142855,1,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"    我本人也经常到革命老区、街道社区、科研单位、机关单位等撰写春联，举办书法知识讲座，传授书法研习经验，实实在在为书法艺术的传承与发展尽心竭力
","I also often go to the revolutionary old areas, the street communities, scientific research units, institutional units, etc. to write about the spring, hold lectures on literary knowledge, teach literary learning experiences, and really do my best to pass on and develop literary art.","我经常去革命的旧区,街区,科学研究单位,机构单位等, 写关于春天,讲文学知识,教文学学习经验,",0.1111111111111111,0.7777777777777778,2,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  国务院任免国家工作人员
",The State Council is exempting state staff.,美国政府将免除政府人员.,0.2,1.0,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “提到微短剧大家可能先想到的是‘戏剧的、快节奏、强翻转’，很少想到‘真实’，《西城无小事》的创作难点也在于此，故事一旦‘悬浮’会被观众一眼看穿
","The short drama, which is often thought of as a fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and fast-paced, and-paced, and-paced, and-paced, and-paced, and-paced, and-pa","剧情,通常被认为是快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速的,快速,快速的,快速,快速的,快速,快速的,快速,快速,快速,快速的,快速,快速,快速,快速,快速的,快速,快速,快速,快速,快速,快速,快速,快速的,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,快速,",0.023255813953488372,0.24022346368715083,5,0,1
