zho,eng
"  中国地质科学院地质研究所离子探针中心名誉主任刘敦一说，关于月球起源，有一种假说称，月球是早期地球受到行星尺度撞击后分离的碎块凝聚形成，没有经历过板块运动、风化等改造，能记录自其形成以来的完整演化历史
","Dr. Dong, director emeritus of the Center for Ion Tonsil at the Institute of Geological Sciences of the Chinese Academy of Geosciences, said that about the moon's origin, there is a hypothesis that the moon was formed by the clumping of fragments of the early Earth that were separated by planetary impact, without having undergone any transformation such as plate movement, winds, and can record the complete evolutionary history since its formation."
"相关研究可以为月球、地球甚至太阳系的早期演化的研究提供线索，为世界带来更多新知
","The research that has been done on this topic can provide clues to the early evolution of the moon, the earth, and even the solar system, and bring more new insights to the world."
"
",The first is
"  中央驻港机构、香港特区政府、驻港中资机构及香港各界代表参加了当天的开通仪式
","Representatives from the Central Bank of Hong Kong, the Hong Kong Special Administrative Region, the Central Bank of Hong Kong and Hong Kong participated in the opening ceremony."
"  同日，“国社之镜·世纪光影”新华社新闻摄影展在香港举行
","On the same day, the Xiaoyuan Media Company's Mirror, Century Shadow and Xiaoyuan Media Company News Photography exhibition was held in Hong Kong."
"这些新华社摄影精品生动展现了新中国成立以来的历史变迁和伟大成就
",These photos from the Xinhua Agency showcase the historical changes and great achievements that have taken place since the founding of the new China.
"开通仪式后，嘉宾们共同参观了摄影展
","After the opening ceremony, guests visited the photography exhibition together."
"  新华社客户端是海内外受众了解中国故事的“掌上门户”
",The Chinese news agency's client is a door-to-door audience that understands the Chinese story.
"此次上线开通的新华社客户端亚太频道，设有焦点、港澳、镜观、访谈等栏目，向广大受众提供高质量新闻信息服务，深入阐释中国理念、中国主张、中国方案，向受众展示真实、立体、全面的中国
","The Chinese-language Asia-Pacific channel, which is a Chinese-language client channel, with focus, Hong Kong, mirror images, interviews, and more, offers high-quality news information services to a wide audience, provides in-depth explanations of Chinese ideas, Chinese claims, and Chinese programs, and shows the audience the real, trivial, and holistic China."
"  中央人民政府驻香港特别行政区联络办公室秘书长王松苗表示，新华社是国家通讯社和具有全球影响力的世界级媒体，长期以来赢得了国内外受众的广泛赞誉
","Wang Tsun-mi, Secretary-General of the Liaison Office of the Central People's Government in Hong Kong's Special Administrative Region, said that Xinhua is a national news agency and a world-class media with global influence that has long won wide acclaim from audiences at home and abroad."
