zho,eng,jaccard
"公司发布了智能品牌，致力于为用户提供更加智能、便捷的出行体验
","The company has launched a smart brand dedicated to providing users with a smarter, more convenient travel experience.",0.6363636363636364
"在智能座舱方面，东风汽车通过引入人工智能、大数据等技术，实现了座舱的个性化定制和智能化服务
","In terms of smart seats, East Wind has achieved personalized customization and intelligent services for the seats by introducing technologies such as AI, big data and more.",0.8
"用户可以根据自己的喜好和需求，调整座舱的布局和功能，享受更加舒适的驾驶体验
",The user can adjust the layout and function of the cab according to their preferences and needs and enjoy a more comfortable driving experience.,0.8571428571428571
"在自动驾驶方面，东风汽车积极研发自动驾驶技术，推动自动驾驶汽车的商业化应用
","In the area of autonomous driving, East Wind Motor has been actively developing autonomous driving technologies to promote the commercialisation of autonomous vehicles.",1.0
"通过与高校、科研机构的合作，东风汽车不断突破技术瓶颈，提高自动驾驶汽车的安全性和可靠性
","Through collaboration with universities and research institutions, East Wind Cars continues to break the technological bottleneck and improve the safety and reliability of self-driving cars.",0.7
"同时，东风汽车在氢能领域也取得了显著进展
","At the same time, East Wind has made significant progress in the field of hydrogen.",0.625
"公司积极研发氢能燃料电池技术，推动氢能汽车在商业化运营方面的突破
",The company is actively developing hydrogen fuel cell technology to drive breakthroughs in commercial operation of hydrogen vehicles.,0.7
"通过与国际知名企业的合作，东风汽车不断引进和吸收先进技术，提升自身的研发能力
","Through its collaboration with internationally renowned companies, East Wind Motor continues to introduce and absorb advanced technologies to enhance its R&D capabilities.",0.7777777777777778
"目前，东风汽车已经成功开发出多款氢能汽车产品，并在多个城市进行了示范运营，取得了良好的社会效应和市场反响
","So far, East Wind has successfully developed several hydrogen-powered vehicle products and has demonstrated its operations in several cities, achieving good social impact and market response.",0.875
"科技创新是东风汽车发展的灵魂
",Technology innovation is the soul of the development of East Wind cars.,0.6
"在新能源汽车领域，东风汽车坚持超级混动、纯电、氢能并进的技术路线，形成了完整的新能源全产业链技术资源布局
","In the new energy vehicle sector, East Wind follows a technological path of super-mixing, pure electricity, hydrogen fusion, and has formed a complete new energy technology resource layout across the entire industrial chain.",0.8
