,zh
542,　　同志们，新时代新征程全面从严治党站上新起点、开创新局面，纪检监察工作使命光荣、任重道远
543,让我们更加紧密地团结在以习近平同志为核心的党中央周围，凝心聚力、奋发进取，以永不懈怠的精神状态推进新时代新征程纪检监察工作高质量发展，为以中国式现代化全面推进强国建设、民族复兴伟业提供坚强保障
544,　　加强廉洁建设
545,纪检监察机关是执纪执法机关，必须敬畏纪律、敬畏法律，作自我革命的表率、遵规守纪的标杆
546,以严管强约束，加强日常管理监督，严明纪法要求，严守纪法红线，使纪检监察干部习惯在严之又严的氛围中工作生活
547,以严惩强震慑，刀刃向内、自剜腐肉、清除害群之马，纪检监察机关决不允许有腐败分子藏身之地，决不允许有违法犯罪“保护伞”藏身之地
548,以厚爱暖人心，做实关心关爱举措，加大评优奖先、典型宣传、职业保障、帮扶慰问等力度，管好用好利剑基金，增强纪检监察干部职业荣誉感、归属感
549,　　加强作风建设
550,作风优良是纪检监察机关履职尽责的重要保证，必须敬畏权力、敬畏人民，确保党和人民赋予的权力不被滥用
551,发扬斗争精神，在重大政治原则和大是大非问题上敢于交锋、勇于亮剑，在同歪风邪气和腐败现象作斗争时不信邪、不怕鬼、不怕压，为捍卫党和人民的利益斗争到底
552,发扬担当精神，以时不我待、只争朝夕的干劲，把各项工作想在前、做在前，持之以恒推进党风廉政建设和反腐败斗争
553,弘扬法治精神，强化法治意识、程序意识、证据意识，严格按照法定权限、规则、程序办事，确保每个案件经得起实践、人民、历史检验
554,　　加强能力建设
555,纪检监察机关是党内监督和国家监察专责机关，在管党治党中承担着重要职责，必须敬畏责任、敬畏使命，高质量完成好党和人民交给的任务
556,着眼提高干部专业素养，开展涵盖业务全链条的纪法培训，加强履职通识培训，分层级分领域精准施训，扎实推进纪检监察学科建设，不断提升发现处置问题、开展思想政治工作、推进以案促改促治、研判处置涉纪涉腐舆情等能力
557,着眼提高监督执纪执法质量，教育引导干部牢固树立和践行正确政绩观，坚持实事求是，严格依规依纪依法，正确把握政策策略，准确定性量纪执法，毋枉毋纵，安全文明办案，实现政治效果、纪法效果、社会效果有机统一
558,实施加强组织建设三年行动计划，着眼优化干部选育管用机制，完善干部准入机制，加强监督执纪执法专业人才储备，完善拓展培养机制，优化干部梯队建设，稳妥有序推进干部轮岗交流，有计划安排干部到正风肃纪反腐一线磨砺，完善考核评价机制，激励干部担当作为
559,　　加强政治建设
560,纪检监察队伍因党而生、为党而战，忠诚于党是纪检监察铁军最根本的政治品格，必须敬畏信仰、敬畏组织，做一尘不染的忠诚卫士
561,要始终不渝用习近平新时代中国特色社会主义思想武装头脑，筑牢思想根基、学习科学方法、汲取真理力量，及时转化为敢为的行动、善为的能力、有为的效果；深刻领悟“两个确立”的决定性意义，坚决做到“两个维护”，及时甄别、坚决清除政治上的两面人，确保整支队伍对党绝对忠诚、政治上绝对可靠，任何时候任何情况下都同以习近平同志为核心的党中央保持高度一致；始终不渝心怀“国之大者”，自觉把工作置于党和国家大局中谋划推进，为实现新时代新征程党的使命任务作出更大贡献
562,　　面对党中央和习近平总书记交给的光荣使命、党和人民赋予的神圣权力，纪检监察机关必须始终保持敬畏之心，切实加强纪检监察工作规范化法治化正规化建设，以更高标准、更严要求，打造忠诚干净担当、敢于善于斗争的纪检监察铁军
563,　　（八）开展“纪检监察工作规范化法治化正规化建设年”行动，着力推动纪检监察铁军建设再上新台阶　　切实推动健全全面从严治党体系
564,督促各级党组织用系统思维、科学方法推进管党治党内容全涵盖、对象全覆盖、责任全链条、制度全贯通，进一步健全上下贯通、执行有力的组织体系，固本培元、凝心铸魂的教育体系，精准发力、标本兼治的监管体系，科学完备、有效管用的制度体系，主体明确、要求清晰的责任体系
565,　　切实履行纪委（纪检组）监督责任
566,做实专责监督，把更多时间和精力用到监督上，确保监督不缺位
567,聚焦主责主业，确保监督不泛化虚化
568,突出“监督的再监督”，督促各责任主体把责任扛起来，确保监督不越位
569,　　切实督促职能部门履行监管责任
570,坚持管行业管业务必须强监管，坚决纠治监管缺失缺位、管党治党乏力问题，防止以纪委监督代替部门监管
571,对监管责任落实不力的职能部门及相关责任人，依规依纪依法追究责任
572,　　切实督促党委（党组）履行主体责任
573,督促党委（党组）认真执行全面从严治党主体责任规定、加强对“一把手”和领导班子监督的意见，加强对本地区本单位本系统全面从严治党工作的领导，坚决纠正只抓业务不抓风纪、只管发展不治腐败等问题
574,督促“一把手”扛起第一责任人责任、领导班子其他成员履行“一岗双责”，直面问题、敢抓敢管，坚决防止事前当“老好人”、事后当“诸葛亮”
575,　　全面从严治党要巩固历史性成就、取得更大成效，必须坚持以“两个责任”抓纲带目，在党中央集中统一领导下，健全各负其责、统一协调的管党治党责任格局，不断巩固发展全党动手一起抓的良好局面
576,　　（七）强化全面从严治党政治责任，着力推动严的基调一贯到底　　推动完善党和国家监督体系
577,以党内监督为主导，推动党委（党组）履行全面监督职责，加强对各类监督主体的领导和统筹，确保党的领导和监督一贯到底
578,以专责监督为主干，制定纪检监察机关（机构）在监督检查审查调查工作中协作配合规定，优化“组组”协同监督、“室组”联动监督、“室组地”联合办案、“室组地校企巡”协调联动机制，明确具体职责，规范工作程序，优化审批流程，促进“四项监督”统筹衔接常态化制度化
579,以基层监督为支撑，持续优化基层纪检监察机构设置和力量配备，健全空编人员动态补充机制，提升基层纪检监察监督质效
580,以各类监督贯通协调为保障，深化拓展纪检监察监督与审计监督、财会监督、统计监督等协作配合机制
581,　　推进纪检监察机构改革
582,深化纪委监委机关内设机构改革，完善职能配置、机构设置、力量配备，优化监督检查和审查调查机构职能，提高监督执纪执法综合效能
583,深化派驻机构改革，完成向中管企业全面派驻纪检监察组
584,深化派驻监督向下延伸，制定监察“再派出”的指导意见，稳慎有序推动有关派驻机构向驻在单位的下一级单位、部属高校和国务院国资委管理领导班子的中央企业“再派出”，强化对“再派出”监察人员的管理监督
