eng,zho
"At the same time, East Wind also focuses on the international development of parts, promoting the sale and service of parts in global markets.","同时,东风还重点关注国际零部件开发,促进在全球市场销售和服务零部件."
The first is,第一个是
"To accelerate the recovery of the water ecology, Taipei City has been continuously improving the roof design, preparing the ecological landscape planning for the Yangtze River basin, the Jinan Lake Ecological Protection and Restoration Planning Plan, the promulgation of the Jinan Lake Ecological Protection and Restoration Regulations, the implementation of the Jinan Spring Reflux Implementation Program under the United Shaanxi Provincial Water Department; and the implementation of the Jinan Spring Reflux Implementation Plan with engineering measures to cope with the targeted environmental restoration.","为了加速水生态复苏,台北市不断改进屋顶设计,为长江盆地的生态景观规划,济南湖生态保护和恢复规划,颁布济南湖生态保护和恢复规则,实施由山西省联合水务局实施的济南春流实施方案,并实施了济南春流实施计划,包括工程措施来应对目标环境恢复."
The first is,第一个是
"It is reported that the party was a party to the damages case in a road traffic accident, which resulted in a revenge psychology, killing Judge Wang Xiajia.","据报道,该党在交通事故中参与了赔偿案件,"
The first is,第一个是
"Pressure, coercion and threats are not the right way to deal with China, and mutual respect is a basic prerequisite.","压力,胁迫和威胁是对待中国的不合适方式,"
China urges the US to correct its mistakes and return to the right path to address its concerns through equal consultation.,"中国敦促美国纠正其错误,并恢复正确的道路,以通过平等协商解决其关切."
The Sword of the Jungle says:,林的剑说:
The first is,第一个是
"The director of the Archaeological Excavation Project at the Institute of Archaeology in Jiangsu Province, Zhang Guan, who is a researcher at the Institute of Archaeology in Jiangsu Province, said that using the principle of friction to heat the fire was a creative invention of early humans using fire.","江苏省考古研究所考古勘探项目主任张国,江苏省考古研究所研究员,表示使用摩擦原理来加热火火是早期人类使用火的创造性发明."
The first is,第一个是
The upgrades to the small-scale dining area transform this life-long theme into a democratic practice for grassroots participation in megacity governance.,"改进小餐饮区将这一终身主题转化为民主实践,"
The first is,第一个是
"With two-lane, metro and greenway routes, Beijing is restoring its skyline, using historical landmarks on newly opened subways or roads to showcase its homeland. Beijing is exploring a new way of living with an ancient city and a city that has never been a success story.","北京正在利用新开的地铁或道路上的历史地标,恢复其天际线,以展示其祖国. 北京正在探索与一个古老的城市和一个从未成功的城市生活的新方式."
The first is,第一个是
"When the horse is on the ice, the young rider is in the wind.","当马在冰上时,年轻骑手在风中."
The first is,第一个是
"The article notes that the analytical situation should be kept to a two-point perspective, both to tell the results and to make the issues clear.","这篇文章指出,分析情况应该保持两点的角度,"
"Currently, the negative effects of external environmental changes are deepening and the economic operation of our country is still facing many difficulties and challenges.","目前,外部环境变化的负面影响正在加深,"
"At the same time, we must see that the economic foundations of our country are stable, that our strengths are abundant, that our resilience is strong, that our potential is great, that our conditions and basic trends are not changing in the long run.","同时,我们必须看到,我们国家的经济基础稳定,我们的优势丰富,我们的弹性强大,我们的潜力巨大,我们的条件和基本趋势长期不会改变."
"As long as confidence does not slip, the way is always more difficult.","只有信心不,路上总是更加困难."
